iter	Passed	Remaining
472	15639	17425
473	15679	17400
474	15684	17335
475	15724	17309
476	15760	17280
477	15796	17250
478	15833	17221
479	15872	17195
480	15882	17137
481	15925	17115
482	15964	17088
483	16002	17060
484	16038	17030
485	16075	17001
486	16110	16970
487	16148	16942
488	16186	16914
489	16223	16885
490	16229	16824
491	16249	16777
492	16287	16750
493	16324	16720
494	16361	16692
495	16398	16663
496	16434	16633
497	16471	16604
498	16508	16574
499	16550	16550
500	16593	16527
501	16635	16503
502	16675	16476
503	16715	16450
504	16752	16420
505	16787	16389
506	16797	16333
507	16833	16303
508	16869	16273
509	16913	16250
510	16948	16218
511	16983	16187
512	17021	16158
513	17057	16128
514	17092	16097
515	17131	16068
516	17167	16038
517	17180	15986
518	17219	15958
519	17257	15930
520	17295	15900
521	17332	15871
522	17369	15841
523	17404	15810
524	17440	15779
525	17477	15749
526	17512	15718
527	17552	15691
528	17596	15666
529	17634	15638
530	17674	15611
531	17712	15581
532	17751	15553
533	17790	15525
534	17825	15493
535	17862	15463
536	17905	15438
537	17943	15408
538	17980	15378
539	18016	15347
540	18051	15314
541	18087	15283
542	18122	15252
543	18157	15220
544	18193	15189
545	18236	15163
546	18280	15139
547	18326	15116
548	18372	15092
549	18421	15072
550	18467	15048
551	18509	15022
552	18553	14997
553	18601	14975
554	18648	14952
555	18693	14928
556	18737	14902
557	18782	14878
558	18828	14853
559	18874	14829
560	18886	14779
561	18899	14729
562	18943	14703
563	18991	14681
564	19035	14655
565	19080	14630
566	19124	14605
567	19170	14580
568	19214	14554
569	19226	14504
570	19268	14477
571	19314	14451
572	19318	14396
573	19362	14369
574	19410	14346
575	19458	14323
576	19509	14302
577	19562	14282
578	19611	14259
579	19627	14213
580	19672	14186
581	19713	14158
582	19755	14130
583	19798	14103
584	19845	14078
585	19893	14054
586	19948	14035
587	20001	14014
588	20048	13989
589	20095	13964
590	20139	13937
591	20189	13914
592	20234	13887
593	20275	13858
594	20323	13833
595	20365	13804
596	20404	13774
597	20443	13743
598	20480	13710
599	20520	13680
600	20556	13647
601	20596	13616
602	20633	13584
603	20669	13551
604	20704	13517
605	20740	13484
606	20774	13450
607	20809	13416
608	20846	13384
609	20887	13354
610	20924	13321
611	20961	13289
612	20998	13256
613	21035	13224
614	21072	13191
615	21108	13158
616	21145	13125
617	21183	13093
618	21219	13060
619	21257	13028
620	21293	12995
621	21329	12962
622	21366	12929
623	21402	12896
624	21438	12863
625	21475	12830
626	21483	12780
627	21524	12750
628	21563	12718
629	21605	12688
630	21643	12656
631	21680	12623
632	21717	12591
633	21751	12557
634	21785	12522
635	21821	12488
636	21855	12454
637	21898	12425
638	21917	12382
639	21953	12349
640	21990	12315
641	22024	12281
642	22060	12248
643	22096	12215
644	22132	12181
645	22168	12148
646	22205	12115
647	22242	12082
648	22279	12049
649	22314	12015
650	22350	11982
651	22388	11949
652	22423	11915
653	22461	11883
654	22500	11851
655	22538	11818
656	22580	11788
657	22601	11747
658	22641	11715
659	22678	11683
660	22716	11650
661	22751	11616
662	22769	11573
663	22807	11540
664	22841	11506
665	22880	11474
666	22919	11442
667	22953	11408
668	22989	11374
669	23026	11341
670	23060	11307
671	23096	11273
672	23133	11240
673	23169	11206
674	23206	11173
675	23243	11140
676	23279	11106
677	23315	11073
678	23352	11039
679	23387	11005
680	23399	10961
681	23437	10928
682	23474	10895
683	23513	10862
684	23553	10830
685	23594	10799
686	23633	10767
687	23646	10723
688	23684	10690
689	23694	10645
690	23731	10612
691	23767	10578
692	23802	10544
693	23842	10512
694	23881	10480
695	23916	10446
696	23954	10413
697	23990	10379
698	24025	10345
699	24059	10311
700	24096	10278
701	24133	10244
702	24169	10210
703	24207	10178
704	24214	10132
705	24250	10098
706	24287	10065
707	24324	10032
708	24361	9998
709	24397	9965
710	24434	9931
711	24470	9897
712	24509	9865
713	24548	9833
714	24588	9801
715	24633	9770
716	24672	9738
717	24708	9704
718	24745	9670
719	24780	9637
720	24817	9603
721	24860	9572
722	24898	9539
723	24933	9505
724	24970	9471
725	25006	9437
726	25011	9392
727	25048	9358
728	25084	9325
729	25121	9291
730	25157	9257
731	25193	9224
732	25230	9190
733	25267	9156
734	25304	9123
735	25339	9089
736	25375	9055
737	25413	9022
738	25449	8988
739	25487	8955
740	25527	8922
741	25565	8889
742	25609	8858
743	25649	8825
744	25686	8791
745	25724	8758
746	25759	8724
747	25794	8690
748	25800	8645
749	25842	8614
750	25882	8581
751	25917	8547
752	25953	8513
753	25990	8479
754	26025	8445
755	26061	8411
756	26097	8377
757	26133	8343
758	26170	8309
759	26203	8274
760	26239	8240
761	26276	8207
762	26313	8173
763	26350	8139
764	26388	8106
765	26425	8072
766	26461	8038
767	26502	8005
768	26539	7972
769	26578	7938
770	26622	7907
771	26632	7865
772	26670	7832
773	26708	7798
774	26744	7764
775	26778	7729
776	26815	7696
777	26856	7663
778	26890	7628
779	26926	7594
780	26963	7560
781	26998	7526
782	27035	7492
783	27070	7458
784	27107	7424
785	27144	7390
786	27180	7356
787	27217	7322
788	27258	7289
789	27294	7255
790	27331	7221
791	27368	7187
792	27405	7153
793	27442	7119
794	27482	7086
795	27521	7053
796	27560	7019
797	27601	6986
798	27643	6954
799	27682	6920
800	27717	6886
801	27752	6851
802	27806	6821
803	27845	6788
804	27882	6754
805	27917	6719
806	27952	6684
807	27957	6643
808	27995	6609
809	28031	6575
810	28066	6540
811	28104	6506
812	28144	6473
813	28180	6439
814	28218	6405
815	28255	6371
816	28291	6336
817	28327	6302
818	28363	6268
819	28399	6233
820	28435	6199
821	28475	6166
822	28514	6132
823	28554	6098
824	28594	6065
825	28637	6032
826	28677	5999
827	28713	5964
828	28746	5929
829	28782	5895
830	28822	5861
831	28858	5827
832	28896	5793
833	28933	5758
834	28968	5724
835	29004	5689
836	29041	5655
837	29077	5621
838	29116	5587
839	29162	5554
840	29197	5520
841	29233	5485
842	29269	5451
843	29304	5416
844	29339	5381
845	29375	5347
846	29410	5312
847	29449	5278
848	29490	5244
849	29528	5210
850	29566	5176
851	29609	5143
852	29651	5109
853	29689	5075
854	29724	5040
855	29760	5006
856	29796	4971
857	29837	4938
858	29845	4898
859	29882	4864
860	29916	4829
861	29952	4795
862	29993	4761
863	30046	4729
864	30083	4695
865	30119	4660
866	30156	4626
867	30196	4592
868	30232	4557
869	30269	4522
870	30306	4488
871	30342	4453
872	30377	4419
873	30415	4384
874	30454	4350
875	30493	4316
876	30536	4282
877	30574	4248
878	30581	4209
879	30624	4176
880	30663	4141
881	30698	4107
882	30735	4072
883	30774	4038
884	30816	4004
885	30855	3970
886	30890	3935
887	30925	3900
888	30961	3865
889	30996	3831
890	31031	3796
891	31068	3761
892	31103	3726
893	31139	3692
894	31177	3657
895	31214	3623
896	31249	3588
897	31287	3553
898	31324	3519
899	31359	3484
900	31398	3449
901	31445	3416
902	31485	3382
903	31495	3344
904	31534	3310
905	31571	3275
906	31614	3241
907	31651	3206
908	31688	3172
909	31729	3138
910	31765	3103
911	31805	3068
912	31844	3034
913	31880	2999
914	31886	2962
915	31920	2927
916	31956	2892
917	31993	2857
918	32029	2823
919	32066	2788
920	32110	2754
921	32153	2720
922	32198	2686
923	32244	2652
924	32288	2617
925	32329	2583
926	32373	2549
927	32380	2512
928	32424	2478
929	32467	2443
930	32512	2409
931	32555	2375
932	32596	2340
933	32641	2306
934	32680	2271
935	32720	2237
936	32755	2202
937	32792	2167
938	32830	2132
939	32866	2097
940	32873	2061
941	32911	2026
942	32952	1991
943	32995	1957
944	33037	1922
945	33073	1887
946	33109	1853
947	33115	1816
948	33154	1781
949	33163	1745
950	33170	1709
951	33206	1674
952	33243	1639
953	33279	1604
954	33315	1569
955	33352	1535
956	33392	1500
957	33429	1465
958	33469	1430
959	33507	1396
960	33544	1361
961	33583	1326
962	33625	1291
963	33662	1257
964	33697	1222
965	33732	1187
966	33768	1152
967	33812	1117
968	33820	1081
969	33856	1047
970	33894	1012
971	33931	977
972	33966	942
973	34003	907
974	34040	872
975	34077	837
976	34115	803
977	34152	768
978	34159	732
979	34195	697
980	34232	663
981	34269	628
982	34305	593
983	34343	558
984	34378	523
985	34414	488
986	34456	453
987	34496	418
988	34533	384
989	34573	349
990	34581	314
991	34617	279
992	34657	244
993	34692	209
994	34728	174
995	34765	139
996	34807	104
997	34846	69
998	34882	34
999	34917	0
