iter	Logloss
129	0.2275902585
130	0.2272295877
131	0.2268493704
132	0.226677345
133	0.2262259984
134	0.2257518956
135	0.2253309945
136	0.2247432191
137	0.2244697682
138	0.2240165663
139	0.2236903091
140	0.2234247576
141	0.2230422614
142	0.2227779672
143	0.2225393185
144	0.2221133037
145	0.2218002453
146	0.2215353291
147	0.221293348
148	0.221015672
149	0.2207783889
150	0.2204928913
151	0.2202737613
152	0.2199732053
153	0.2197258167
154	0.21946776
155	0.2192448605
156	0.2190143125
157	0.2187354482
158	0.2185231617
159	0.218159148
160	0.2178677722
161	0.2176086704
162	0.2173297358
163	0.2170203348
164	0.2167086885
165	0.2164774037
166	0.2162914879
167	0.2160426672
168	0.2158852333
169	0.2158014469
170	0.2155159787
171	0.2153014357
172	0.2151315113
173	0.2150172992
174	0.214793203
175	0.2146260779
176	0.2144800241
177	0.2142371541
178	0.2140367258
179	0.2138504078
180	0.2136911278
181	0.2134530422
182	0.2132834156
183	0.2130727941
184	0.2129029234
185	0.2127717063
186	0.2125968155
187	0.2124525415
188	0.2122572594
189	0.2120533629
190	0.2118977777
191	0.211753994
192	0.2115153786
193	0.2113851739
194	0.2111724884
195	0.2110006014
196	0.2108533125
197	0.2106669097
198	0.2104497318
199	0.2102673362
200	0.2101617472
201	0.2100029434
202	0.2097814473
203	0.2096570086
204	0.2094800966
205	0.2092990621
206	0.2091396323
207	0.2090074576
208	0.2089591691
209	0.2088630278
210	0.208777815
211	0.2086635708
212	0.2085950162
213	0.2084767394
214	0.2083707675
215	0.2082469256
216	0.2081355941
217	0.2080157367
218	0.2078486682
219	0.2077299482
220	0.2075791219
221	0.2074189472
222	0.2073110152
223	0.2072034287
224	0.2070978974
225	0.2069713831
226	0.20691087
227	0.2068315934
228	0.2067988042
229	0.2067058935
230	0.2066524705
231	0.2065107891
232	0.2064829394
233	0.2063605785
234	0.2061995981
235	0.2061023573
236	0.2060282183
237	0.2058986607
238	0.2057969176
239	0.2057201772
240	0.2055894765
241	0.2055167408
242	0.2054385384
243	0.2052791649
244	0.2051992498
245	0.2050444642
246	0.2049569615
247	0.2048938422
248	0.2048154799
249	0.2046887425
250	0.2046164688
251	0.204553602
252	0.2045188764
253	0.2043585144
254	0.2042855499
255	0.2041235677
256	0.2039597786
257	0.2038563608
258	0.2037820811
259	0.2036892525
260	0.2035982665
261	0.2035494452
262	0.203455009
263	0.2033537804
264	0.2032656047
265	0.2031601986
266	0.2030765927
267	0.2029651261
268	0.20287739
269	0.2027724965
270	0.2026977108
271	0.2026228515
272	0.2025132584
273	0.2024805503
274	0.2024484523
275	0.2023730658
276	0.2022733281
277	0.2022534245
278	0.202125708
279	0.2020180011
280	0.2019584352
281	0.2018270108
282	0.2017363671
283	0.2016954171
284	0.2016127781
285	0.2015218707
286	0.2013640152
287	0.2012902398
288	0.2012741165
289	0.2011979041
290	0.2011200323
291	0.2010561101
292	0.2009811911
293	0.2009162244
294	0.2008380731
295	0.2007261785
296	0.2006312688
297	0.2005424314
298	0.2004760023
299	0.2003914882
300	0.2003353069
301	0.2002800027
302	0.2002027139
303	0.2001601854
304	0.2000916469
305	0.2000072407
306	0.1999622429
307	0.1999069369
308	0.1998389335
309	0.1997440343
310	0.1996685969
311	0.1995686006
312	0.1995299607
313	0.199462398
314	0.199407779
315	0.1993457452
316	0.1992009309
317	0.1991341565
318	0.1990606425
319	0.1990528473
320	0.1989947686
321	0.1989157208
322	0.1988524048
323	0.198788362
324	0.1987437103
325	0.1986985947
326	0.1986425534
327	0.1985727952
328	0.198491136
329	0.1984636524
330	0.1983403667
331	0.1982704667
332	0.1981866981
333	0.1981267592
334	0.1980658803
335	0.1979966094
336	0.1979430224
337	0.1979040534
338	0.1978312094
339	0.1977657479
340	0.1977001794
341	0.1976656847
342	0.1976046888
343	0.1975419853
344	0.1974933416
345	0.1974179437
346	0.1974157991
347	0.1974002831
348	0.1973264144
349	0.1972272104
350	0.1971826019
351	0.1971024647
352	0.1970458088
353	0.1969611597
354	0.1968907671
355	0.1968538729
356	0.1968098702
357	0.1967037939
358	0.1966559655
359	0.1965891764
360	0.1965587073
361	0.1964919811
362	0.1964289621
363	0.1963630006
364	0.1962873497
365	0.1961990453
366	0.1961605303
367	0.1961040935
368	0.1960295048
369	0.1959750196
370	0.1959341048
371	0.1958415027
372	0.1957897903
373	0.1957407808
374	0.1956863039
375	0.195643387
376	0.1956363562
377	0.1955929892
378	0.195540979
379	0.1954998062
380	0.1954299752
381	0.1953603653
382	0.1953205252
383	0.1953182986
384	0.1952640063
385	0.1952501141
386	0.1952134794
387	0.195138008
388	0.1950977357
389	0.1950277121
390	0.1950271151
391	0.1949346218
392	0.1948782145
393	0.1948133554
394	0.1947713563
395	0.1946927278
396	0.1946444818
397	0.1946012298
398	0.1945675695
399	0.1945404604
400	0.1944825499
401	0.1944345286
402	0.1943949911
403	0.194348727
404	0.1942737145
405	0.1942045202
406	0.1941408814
407	0.1941284196
408	0.1940740627
409	0.1939967025
410	0.1939484665
411	0.1938970965
412	0.1938499796
413	0.193796221
414	0.1937601472
415	0.1937015631
416	0.193663416
417	0.1936186229
418	0.1935287594
419	0.1935266446
420	0.1934942346
421	0.1934263691
422	0.193384745
423	0.1933399581
424	0.1932955458
425	0.1932397571
426	0.1931990393
427	0.193131018
428	0.1930542343
429	0.1929746163
430	0.1929319352
431	0.1929004214
432	0.1928417972
433	0.1928046179
434	0.1927467188
435	0.1927017938
436	0.1926320081
437	0.1925828284
438	0.1925285052
439	0.1924836367
440	0.1924181906
441	0.1923844615
442	0.1923749517
443	0.1923195467
444	0.1922484459
445	0.1921910469
446	0.1921504307
447	0.192084408
448	0.1920222544
449	0.1919778954
450	0.1919139802
451	0.1918580739
452	0.1918275172
453	0.1918074339
454	0.1917553349
455	0.1917046082
456	0.1916877985
457	0.1916593499
458	0.1916172968
459	0.1915502324
460	0.1915216627
461	0.1914589469
462	0.1914584751
463	0.191411307
464	0.1913500173
465	0.1912839197
466	0.1912438572
467	0.1911985318
468	0.1911377531
469	0.1910895592
470	0.1910544744
471	0.1910316083
472	0.1910053537
473	0.1909540912
474	0.1909463902
475	0.1908953247
476	0.1908413761
477	0.1907771845
478	0.190724444
479	0.1906819805
480	0.1906690329
481	0.1906085272
482	0.1905431005
483	0.1904821268
484	0.190419457
485	0.1903542433
486	0.1903092502
487	0.1902625118
488	0.1902009285
489	0.190160405
490	0.1901058021
491	0.1900790799
492	0.1900339881
493	0.1900018312
494	0.1899483833
495	0.1899059301
496	0.189870004
497	0.1898291364
498	0.1897879786
499	0.1897253912
500	0.1896899763
501	0.1896315071
502	0.1895793814
503	0.1895520825
504	0.1895053294
505	0.189452392
506	0.1894029758
507	0.189334956
508	0.1892960764
509	0.1892563735
510	0.189174377
511	0.1891318711
512	0.1890882756
513	0.1890273231
514	0.1889766225
515	0.1889153832
516	0.1888723614
517	0.188857232
518	0.1887833599
519	0.1887320747
520	0.1886672995
521	0.1886251288
522	0.1885754981
523	0.1885417459
524	0.1884983635
525	0.1884494513
526	0.1884020727
527	0.1883388827
528	0.1882831893
529	0.1882345189
530	0.1881859657
531	0.188148954
532	0.1881122644
533	0.1880576916
534	0.1880180051
535	0.1879719161
536	0.1879285215
537	0.1878898058
538	0.1878616719
539	0.1877887066
540	0.1877490938
541	0.1877111675
542	0.1876586886
543	0.1875903971
544	0.1875584129
545	0.1875114804
546	0.1874515734
547	0.1874025587
548	0.1873627839
549	0.187329729
550	0.1872603457
551	0.1872104147
552	0.1871642515
553	0.1871141468
554	0.187077662
555	0.187040758
556	0.1869725166
557	0.1869275721
558	0.186889394
559	0.1868518548
560	0.1868409591
561	0.186825887
562	0.1867747119
563	0.1867547072
564	0.1867107722
565	0.1866615622
566	0.1866275879
567	0.1865672382
568	0.1865260609
569	0.1864841597
570	0.1864520218
571	0.1864076243
572	0.186407561
573	0.1863717823
574	0.1863101005
575	0.1862830802
576	0.1862533219
577	0.1862236457
578	0.1861721872
579	0.1861474844
580	0.1861086424
581	0.186062561
582	0.1860360836
583	0.1860080934
584	0.1859744444
585	0.1859529688
586	0.1858991275
587	0.1858602153
588	0.1858131983
589	0.1857862427
590	0.1857386227
591	0.1856947349
592	0.1856543957
593	0.1856115269
594	0.1855642688
595	0.1855233856
596	0.1854948124
597	0.1854608246
598	0.1854033129
599	0.1853647241
600	0.1853156962
601	0.1852562087
602	0.1852221595
603	0.1851874031
604	0.1851488916
605	0.1851158792
606	0.185066493
607	0.1850190214
608	0.1849883564
609	0.1849414594
610	0.1848862639
611	0.1848477179
612	0.1848097759
613	0.1847603164
614	0.184702627
615	0.1846693066
616	0.184645069
617	0.1846014858
618	0.184564294
619	0.1845069864
620	0.1844657608
621	0.1844117304
622	0.1843824335
623	0.1843350822
624	0.1842954153
625	0.1842722472
626	0.1842618034
627	0.1842076937
628	0.1841694601
629	0.1841405093
630	0.1841188579
631	0.1840913386
632	0.1840528654
633	0.1840201224
634	0.1839927332
635	0.1839417435
636	0.1839206263
637	0.1838752892
638	0.183868879
639	0.1838174088
640	0.1837813657
641	0.1837509052
642	0.183715397
643	0.1836886967
644	0.1836283
645	0.1835939651
646	0.1835488983
647	0.183516
648	0.1834861082
649	0.1834511229
650	0.1834109703
651	0.1833865213
652	0.1833401955
653	0.1833044331
654	0.1832701924
655	0.1832302215
656	0.1831871645
657	0.1831778251
658	0.183128914
659	0.1831043027
660	0.1830656645
661	0.1830363041
662	0.1830085422
663	0.1829836407
664	0.182962872
665	0.1829275828
666	0.1829033675
667	0.1828718932
668	0.1828194004
669	0.1827776406
670	0.1827393261
671	0.1827028082
672	0.182668858
673	0.1826293289
674	0.1825993141
675	0.1825614101
676	0.1825136895
677	0.1824923104
678	0.1824496827
679	0.1824178259
680	0.182407682
681	0.1823518719
682	0.1823012855
683	0.1822668435
684	0.182236413
685	0.1822070621
686	0.1821640294
687	0.1821483451
688	0.1820992731
689	0.1820898043
690	0.1820424979
691	0.1820066692
692	0.1819651418
693	0.1819229176
694	0.1818780253
695	0.1818586956
696	0.1817889213
697	0.1817248906
698	0.1816856013
699	0.181629378
700	0.1815694484
701	0.1815372843
702	0.1815160831
703	0.181477767
704	0.181472209
705	0.1814426367
706	0.181413707
707	0.1813815095
708	0.1813497395
709	0.1813067475
710	0.1812739877
711	0.1812326703
712	0.1811822841
713	0.1811463898
714	0.1811131061
715	0.1810690541
716	0.1810392935
717	0.1810095858
718	0.1809681743
719	0.1809244499
720	0.1808758827
721	0.1808486802
722	0.1807970902
723	0.1807572284
724	0.1807161591
725	0.1806870684
726	0.1806858882
727	0.1806346989
728	0.1805968478
729	0.1805533415
730	0.1805256419
731	0.1804918842
732	0.1804510577
733	0.1804163068
734	0.1803915485
735	0.1803511333
736	0.1803218062
737	0.180284355
738	0.1802465877
739	0.1801936718
740	0.1801564851
741	0.1801296269
742	0.1801033976
743	0.1800719865
744	0.1800500962
745	0.1800132039
746	0.1799913045
747	0.1799467703
748	0.1799436285
749	0.1799008616
750	0.1798672965
751	0.179827082
752	0.1798076844
753	0.1797713877
754	0.17973501
755	0.1796837361
756	0.179658464
757	0.179623622
758	0.179568958
759	0.1795410297
760	0.1795164677
761	0.1794809683
762	0.1794415145
763	0.1793999405
764	0.1793458498
765	0.1793163784
766	0.1792715698
767	0.1792427699
768	0.1792266775
769	0.1791829517
770	0.1791525706
771	0.1791329036
772	0.1790929678
773	0.1790533799
774	0.1790267233
775	0.1789961353
776	0.1789547227
777	0.1789021437
778	0.178876677
779	0.1788494201
780	0.1788153942
781	0.1787962793
782	0.1787722527
783	0.1787572528
784	0.1787059379
785	0.1786748989
786	0.178643752
787	0.1786180205
788	0.178574171
789	0.1785502897
790	0.1784955742
791	0.1784649641
792	0.1784383923
793	0.1784049387
794	0.1783870086
795	0.1783681574
796	0.1783372102
797	0.1783164915
798	0.1782945924
799	0.1782577861
800	0.1782223389
801	0.1781851042
802	0.178151066
803	0.1781008126
804	0.1780710332
805	0.1780371119
806	0.1779945506
807	0.1779922922
808	0.1779651945
809	0.1779271134
810	0.1778877236
811	0.1778271092
812	0.1777806613
813	0.1777484281
814	0.1777208449
815	0.177690082
816	0.177662987
817	0.1776221224
818	0.1775915542
819	0.1775660664
820	0.1775344541
821	0.177496467
822	0.1774632393
823	0.1774344075
824	0.177399372
825	0.1773467526
826	0.1773167877
827	0.1772829583
828	0.1772479897
829	0.177226464
830	0.1771951132
831	0.1771751216
832	0.1771350353
833	0.1770996457
834	0.1770621593
835	0.1770259601
836	0.1769875195
837	0.1769627549
838	0.1769290267
839	0.1769007877
840	0.1768716838
841	0.1768384089
842	0.1768155367
843	0.1767901858
844	0.1767668342
845	0.1767256276
846	0.1767055403
847	0.176670779
848	0.1766251808
849	0.1766016717
850	0.1765610581
851	0.1765275521
852	0.1765033223
853	0.1764561464
854	0.1764308979
855	0.1763934653
856	0.1763697217
857	0.1763312123
858	0.1763109944
859	0.1762786985
860	0.1762459072
861	0.1762235283
862	0.176195027
863	0.1761740518
864	0.1761347909
865	0.1761057183
866	0.1760810081
867	0.1760253009
868	0.1759817089
869	0.1759614431
870	0.1759269528
871	0.1758937776
872	0.1758623387
873	0.175820517
874	0.1757812299
875	0.175744113
876	0.1756952054
877	0.1756657084
878	0.1756471752
879	0.1756215267
880	0.1755901774
881	0.1755591105
882	0.1755347792
883	0.1754969512
884	0.175470928
885	0.1754434442
886	0.1754096721
887	0.1753778669
888	0.1753550249
889	0.1753142601
890	0.1752910445
891	0.1752511537
892	0.1752354471
893	0.17520529
894	0.1751650219
895	0.1751321237
896	0.1750933322
897	0.1750651806
898	0.1750126952
899	0.1749818455
900	0.1749360385
901	0.1748992811
902	0.1748640447
903	0.1748368809
904	0.1748161272
905	0.1747804893
906	0.174739582
907	0.1747019672
908	0.1746437988
909	0.1746038174
910	0.1745631657
911	0.1745299465
912	0.174500362
913	0.174475493
914	0.1744502126
915	0.1744195171
916	0.1743998495
917	0.1743508926
918	0.1743131216
919	0.1742861446
920	0.1742637647
921	0.1742219555
922	0.1741768105
923	0.174140765
924	0.1741030918
925	0.174079256
926	0.1740376741
927	0.1740289236
928	0.1739908676
929	0.1739463843
930	0.1739145519
931	0.1738900461
932	0.1738598081
933	0.1738364488
934	0.1738061185
935	0.1737775861
936	0.1737356863
937	0.1737031626
938	0.1736817416
939	0.1736566233
940	0.1736476613
941	0.173617741
942	0.1735935254
943	0.1735635657
944	0.1735262348
945	0.173495136
946	0.173462598
947	0.1734565366
948	0.1734163617
949	0.1733948353
950	0.1733936435
951	0.1733559488
952	0.1733273088
953	0.1733091428
954	0.1732848456
955	0.173269104
956	0.1732390185
957	0.1732011109
958	0.1731813333
959	0.1731518153
960	0.1731325051
961	0.1730864283
962	0.1730525847
963	0.1730114132
964	0.1729845497
965	0.1729435538
966	0.172917853
967	0.1728768678
968	0.1728579141
969	0.1728218837
970	0.172786711
971	0.1727632275
972	0.1727370598
973	0.1726978506
974	0.1726594369
975	0.1726262477
976	0.1725934652
977	0.1725696903
978	0.1725366816
979	0.1725100998
980	0.1724705894
981	0.1724327637
982	0.1724020645
983	0.1723654283
984	0.1723443882
985	0.1723039967
986	0.1722638258
987	0.1722385502
988	0.1722109944
989	0.1721806555
990	0.1721765688
991	0.172127019
992	0.1721038531
993	0.1720715475
994	0.1720411008
995	0.1720104723
996	0.1719732579
997	0.1719367311
998	0.1719037252
999	0.1718680039
